"id","lat","lng","elevation","locationType","primarySegment_id","secondarySegment_id","wheelCount"
4133,"32.6700160434437","-97.1503382444728","0","Pig Run Point",8,"",""
4132,"32.6706505313077","-97.150766100985","0","Pig Run Point",8,"",""
4131,"32.6712850191717","-97.1511939574971","0","Pig Run Point",8,"",""
4130,"32.6719195070357","-97.1516218140093","0","Pig Run Point",8,"",""
4129,"32.6725539948997","-97.1520496705215","0","Pig Run Point",8,"",""
4128,"32.6731884827637","-97.1524775270337","0","Pig Run Point",8,"",""
4127,"32.6738229706277","-97.1529053835458","0","Pig Run Point",8,"",""
4126,"32.6744574584917","-97.153333240058","0","Pig Run Point",8,"",""
4125,"32.6750919463557","-97.1537610965702","0","Pig Run Point",8,"",""
4124,"32.6757264342197","-97.1541889530824","0","Pig Run Point",8,"",""
4123,"32.6763609220837","-97.1546168095945","0","Pig Run Point",8,"",""
4122,"32.6769954099476","-97.1550446661067","0","Pig Run Point",8,"",""
4121,"32.6776298978116","-97.1554725226189","0","Pig Run Point",8,"",""
4120,"32.6782643856756","-97.1559003791311","0","Pig Run Point",8,"",""
4119,"32.6788988735396","-97.1563282356432","0","Pig Run Point",8,"",""
4118,"32.6795333614036","-97.1567560921554","0","Pig Run Point",8,"",""
4117,"32.6801678492676","-97.1571839486676","0","Pig Run Point",8,"",""
4116,"32.6808023371316","-97.1576118051798","0","Pig Run Point",8,"",""
4115,"32.6814368249956","-97.1580396616919","0","Pig Run Point",8,"",""
4114,"32.6820713128596","-97.1584675182041","0","Pig Run Point",8,"",""
4113,"32.6827058007236","-97.1588953747163","0","Pig Run Point",8,"",""
4112,"32.6833402885876","-97.1593232312285","0","Pig Run Point",8,"",""
4111,"32.6839747764515","-97.1597510877406","0","Pig Run Point",8,"",""
4110,"32.6846092643155","-97.1601789442528","0","Pig Run Point",8,"",""
4109,"32.6852437521795","-97.160606800765","0","Pig Run Point",8,"",""
4108,"32.6858782400435","-97.1610346572772","0","Pig Run Point",8,"",""
4107,"32.6865127279075","-97.1614625137893","0","Pig Run Point",8,"",""
4106,"32.6871472157715","-97.1618903703015","0","Pig Run Point",8,"",""
4105,"32.6877817036355","-97.1623182268137","0","Pig Run Point",8,"",""
4104,"32.6884161914995","-97.1627460833259","0","Pig Run Point",8,"",""
4103,"32.6890506793635","-97.163173939838","0","Pig Run Point",8,"",""
4102,"32.6896851672275","-97.1636017963502","0","Pig Run Point",8,"",""
4101,"32.6903196550915","-97.1640296528624","0","Pig Run Point",8,"",""
4100,"32.6909541429554","-97.1644575093746","0","Pig Run Point",8,"",""
4099,"32.6915886308194","-97.1648853658867","0","Pig Run Point",8,"",""
4098,"32.6922231186834","-97.1653132223989","0","Pig Run Point",8,"",""
4097,"32.6928576065474","-97.1657410789111","0","Pig Run Point",8,"",""
4096,"32.6934920944114","-97.1661689354233","0","Pig Run Point",8,"",""
4095,"32.6941265822754","-97.1665967919354","0","Pig Run Point",8,"",""
4094,"32.6947610701394","-97.1670246484476","0","Pig Run Point",8,"",""
4093,"32.6953955580034","-97.1674525049598","0","Pig Run Point",8,"",""
4092,"32.6960300458674","-97.167880361472","0","Pig Run Point",8,"",""
4091,"32.6966645337314","-97.1683082179841","0","Pig Run Point",8,"",""
4090,"32.6972990215953","-97.1687360744963","0","Pig Run Point",8,"",""
4089,"32.6979335094593","-97.1691639310085","0","Pig Run Point",8,"",""
4088,"32.6985679973233","-97.1695917875207","0","Pig Run Point",8,"",""
4087,"32.6992024851873","-97.1700196440328","0","Pig Run Point",8,"",""
4086,"32.6998369730513","-97.170447500545","0","Pig Run Point",8,"",""
4085,"32.7004714609153","-97.1708753570572","0","Pig Run Point",8,"",""
4084,"32.7011059487793","-97.1713032135694","0","Pig Run Point",8,"",""
4083,"32.7017404366433","-97.1717310700815","0","Pig Run Point",8,"",""
4082,"32.7023749245073","-97.1721589265937","0","Pig Run Point",8,"",""
4081,"32.7030094123713","-97.1725867831059","0","Pig Run Point",8,"",""
4080,"32.7036439002353","-97.1730146396181","0","Pig Run Point",8,"",""
4079,"32.7042783880992","-97.1734424961302","0","Pig Run Point",8,"",""
4078,"32.7049128759632","-97.1738703526424","0","Pig Run Point",8,"",""
4077,"32.7055473638272","-97.1742982091546","0","Pig Run Point",8,"",""
4076,"32.7061818516912","-97.1747260656668","0","Pig Run Point",8,"",""
4075,"32.7068163395552","-97.1751539221789","0","Pig Run Point",8,"",""
4074,"32.7074508274192","-97.1755817786911","0","Pig Run Point",8,"",""
4073,"32.7080853152832","-97.1760096352033","0","Pig Run Point",8,"",""
4072,"32.7087198031472","-97.1764374917155","0","Pig Run Point",8,"",""
4071,"32.7093542910112","-97.1768653482277","0","Pig Run Point",8,"",""
4070,"32.7099887788752","-97.1772932047398","0","Pig Run Point",8,"",""
4069,"32.7106232667392","-97.177721061252","0","Pig Run Point",8,"",""
4068,"32.7112577546031","-97.1781489177642","0","Pig Run Point",8,"",""
4067,"32.7118922424671","-97.1785767742764","0","Pig Run Point",8,"",""
4066,"32.7125267303311","-97.1790046307885","0","Pig Run Point",8,"",""
4065,"32.7131612181951","-97.1794324873007","0","Pig Run Point",8,"",""
4064,"32.7137957060591","-97.1798603438129","0","Pig Run Point",8,"",""
4063,"32.7144301939231","-97.1802882003251","0","Pig Run Point",8,"",""
4062,"32.7150646817871","-97.1807160568372","0","Pig Run Point",8,"",""
4061,"32.7156991696511","-97.1811439133494","0","Pig Run Point",8,"",""
4060,"32.7163336575151","-97.1815717698616","0","Pig Run Point",8,"",""
4059,"32.7169681453791","-97.1819996263738","0","Pig Run Point",8,"",""
4058,"32.7176026332431","-97.1824274828859","0","Pig Run Point",8,"",""
4057,"32.718237121107","-97.1828553393981","0","Pig Run Point",8,"",""
4056,"32.718871608971","-97.1832831959103","0","Pig Run Point",8,"",""
4055,"32.719506096835","-97.1837110524225","0","Pig Run Point",8,"",""
4054,"32.720140584699","-97.1841389089346","0","Pig Run Point",8,"",""
4053,"32.7205212774174","-97.1843956228419","0","Pig Run Point",8,"",""
4052,"32.7206481749902","-97.1844811941444","0","Pig Run Point",8,"",""
4051,"32.720775072563","-97.1845667654468","0","Pig Run Point",8,"",""
4050,"32.7209019701358","-97.1846523367492","0","Pig Run Point",8,"",""
4049,"32.7210288677086","-97.1847379080517","0","Pig Run Point",8,"",""
4048,"32.7211557652814","-97.1848234793541","0","Pig Run Point",8,"",""
4047,"32.7212826628542","-97.1849090506565","0","Pig Run Point",8,"",""
4046,"32.721409560427","-97.184994621959","0","Pig Run Point",8,"",""
4045,"32.7215364579998","-97.1850801932614","0","Pig Run Point",8,"",""
4044,"32.7216633555726","-97.1851657645638","0","Pig Run Point",8,"",""
4043,"32.7217902531454","-97.1852513358663","0","Pig Run Point",8,"",""
4042,"32.7219171507182","-97.1853369071687","0","Pig Run Point",8,"",""
4041,"32.722044048291","-97.1854224784712","0","Pig Run Point",8,"",""
4040,"32.7221709458638","-97.1855080497736","0","Pig Run Point",8,"",""
4039,"32.7222978434366","-97.185593621076","0","Pig Run Point",8,"",""
